nome,autor,editora,resumo,isbn,categoria,numero_paginas,exemplar,capa
O poder da cura,Padre Reginaldo Manzotti,Petra,"Neste livro, Padre Reginaldo Manzotti revela para nós os caminhos que devemos trilhar para tomar posse dos remédios que o Médico dos médicos coloca diariamente à nossa disposição para que sejamos interiormente completos. Cheias de sabedoria e piedade, estas páginas constituem um alento necessário para o duro tempo em que vivemos.",978-65-88444-51-1,Autoajuda,176,978-65-88444-51-1,https://www.publishnews.com.br/estaticos/uploads/2022/04/GDvoReQBKAaHidCl7erUhuNj4ApYYW2Ecr9TacWiaSXUUhtYzXf8232a9XpA3t1BFh0l2sU6vS9kXBLl.jpg
É assim que acaba,Colleen Hoover,Galera Record,"Em É assim que acaba, Colleen Hoover nos apresenta Lily, uma jovem que se mudou de uma cidadezinha do Maine para Boston, se formou em marketing e abriu a própria floricultura. E é em um dos terraços de Boston que ela conhece Ryle, um neurocirurgião confiante, teimoso e talvez até um pouco arrogante, com uma grande aversão a relacionamentos, mas que se sente muito atraído por ela. Quando os dois se apaixonam, Lily se vê no meio de um relacionamento turbulento que não é o que ela esperava. Mas será que ela conseguirá enxergar isso, por mais doloroso que seja?",978-85-01112-51-4,Ficção,368,978-85-01112-51-4,https://www.publishnews.com.br/estaticos/uploads/2021/08/AYH42hiujusD1xdeJuMBfd0xKA2pdPZwK9hCt024trgI1r7mwU2LYHR9PcIQQAmtfAUG6BwIpkvjvOXj.jpg
A hipótese do amor,Ali Hazelwood,Arqueiro,"Olive Smith, aluna do doutorado em Biologia da Universidade Stanford, acredita na ciência – não em algo incontrolável como o amor. Depois de sair algumas vezes com Jeremy, ela percebe que sua melhor amiga gosta dele e decide juntá-los. Para mostrar que está feliz com essa escolha, Olive precisa ser convincente: afinal, cientistas exigem provas. Sem muitas opções, ela resolve inventar um namoro de mentira e, num momento de pânico, beija o primeiro homem que vê pela frente. O problema é que esse homem é Adam Carlsen, um jovem professor de prestígio – conhecido por levar os alunos às lágrimas. Por isso, Olive fica chocada quando o tirano dos laboratórios concorda em levar adiante a farsa e fingir ser seu namorado. De repente, seu pequeno experimento parece perigosamente próximo da combustão e aquela pequena possibilidade científica, que era apenas uma hipótese sobre o amor, transforma-se em algo totalmente inesperado.",978-65-55653-30-4,Ficção,336,978-65-55653-30-4,https://www.publishnews.com.br/estaticos/uploads/2022/07/4F2OIJaHRA4LE6vaQLVpfxpjMTlj8qzwOqt1VAnzKSRNCBlOPhRhLINhVN2iW2NMFJ6kD4m4HUInN8QS.jpg
Mais esperto que o diabo,Napoleon Hill,Citadel,"Escrito em 1938, após uma das maiores crises econômicas, e precedendo a Segunda Guerra Mundial, este livro não somente é uma fonte de inspiração e coragem, mas deve ser considerado um manual para todas aquelas pessoas que desejam ser mais espertas que seus medos, problemas e limitações, pois, como o próprio Hill fala - em toda adversidade existe uma semente de benefício equivalente. ",978-85-68014-00-4,Autoajuda,200,978-85-68014-00-4,https://www.publishnews.com.br/estaticos/uploads/2021/07/Vgzr5F4Gh4Y0HTGeYaoSimsdVz8uJPebAWx397qktmYwr00d2YDOElgtMJ9QoFAT9LtGKTA3keBzzTDd.jpg
Em mim basta!,William Sanches,Citadel,"'Em mim basta!' é o livro mais sutil e intenso sobre crenças limitantes e padrões que você já leu. Ele vai lhe tornar consciente de muitas coisas. Um grande movimento vai acontecer em você. Não sinta vergonha se em algum momento sentir vontade de gritar “EM MIM BASTA!”. Isso tem poder curativo. É terapêutico, limpa, ressignifica, revigora, reinstala. Seja o fósforo que teve a coragem de se retirar. Sabe quando a mãe, como resposta ao filho teimoso que argumenta “mas todo mundo foi”, diz “você não é todo mundo”? Ela tem razão! Você não é todo mundo! Pare de ser!",978-65-50471-41-5,Autoajuda,256,978-65-50471-41-5,https://www.publishnews.com.br/estaticos/uploads/2022/07/7GlhCO4GUEVyKEo0scj2Fi6ZqIubyRuaZoDwvGr04FXWUsWLpuChL2MIZQO2ieoaFVyYeJ1H23g4U6l1.jpg
Nas pegadas da alemoa,Ilko Minev,Buzz,"E tinha muito mais: atônitos, descobrimos que nos arquivos federais em Berlim está guardado um documento antes secreto, com o título “Guayana-Projekt”, no qual o especialista em Amazônia e Untersturmführer da SS, Schulz-Kampfhenkel, recomenda explicitamente a invasão e a conquista da Guiana Francesa. Para ele, não era aceitável que a Inglaterra tivesse a Guiana, com sua capital Georgetown; que a Holanda fosse dona do Suriname; nem que os franceses possuíssem a Guiana Francesa, com sua capital Caiena, enquanto a Alemanha não tinha nenhuma base naquela região tão estratégica e rica em minerais. “A tomada das Guianas é uma questão de primeira importância por razões político-estratégicas e coloniais”, afirma ele. Em carta ao Reichsführer da SS, Heinrich Himmler, de 26 de abril 1940, Kampfhenkel dá ainda a receita para a fácil conquista daqueles territórios: a aliança com os indígenas e o aproveitamento das boas relações com o Brasil, cujo presidente, Getúlio Vargas, segundo ele, seria admirador de Hitler e de Mussolini.",978-65-86077-89-6,Ficção,176,978-65-86077-89-6,https://www.publishnews.com.br/estaticos/uploads/2021/12/oxPbUniy9OY7iqE8eJzaZe2lwEqJSWQ7rgfrB0dtxR1PsflR8aNxgDnRfyLB3k5hPLGNphEVz5btx569.jpg
Spy X Family Vol 01,Tatsuya Endo,Panini,"O habilidoso espião “Twilight” é instruído a construir uma “família” para se infiltrar em uma tradicional instituição de ensino. Mas a “filha” que ele encontra é uma paranormal que lê mentes! E a “esposa” é uma assassina?! Ocultando um do outro suas identidades, essa família temporária terá de enfrentar os perigos dos exames de admissão e do mundo em uma espirituosa comédia doméstica!!",978-65-55123-03-6,Ficção,216,978-65-55123-03-6,https://www.publishnews.com.br/estaticos/uploads/2021/08/jn5HTT5U3FD3GONeCtNM50tk7jkzq5ojuguX85al5UjsfPZA0WrQ6v2JkMIzCC6JrIqZIfX7b08nzpTS.jpg
Escravidão -Vol 3,Laurentino Gomes,Globo Livros,"O último livro da trilogia Escravidão é dedicado ao século XIX; à Independência; ao Primeiro e ao Segundo Reinados; ao movimento abolicionista, que resultou na Lei Áurea de 13 de maio de 1888; e ao legado da escravidão, que ainda hoje emperra a caminhada dos brasileiros em direção ao futuro. A escravidão era, na definição de José Bonifácio de Andrada e Silva, o Patriarca da Independência, ""um cancro que contaminava e roía as entranhas da sociedade brasileira"". Disseminado por todo o território, o escravismo perpassava todas as atividades e todas as classes sociais. Maior território escravista da América em 1822, o Brasil assim se manteria até o final do século XIX, com sua rotina pautada pelo chicote e pela violência contra homens e mulheres escravizados.",978-65-59870-52-3,Não ficção,592,978-65-59870-52-3,https://www.publishnews.com.br/estaticos/uploads/2022/06/PAMOc4E313R8RNYNsoicwYVMx3mLQmbTtMUE5Z5E5PUpVCRAO6s4eeaawUqJbaZlJPQ1bO7bYKjwiCWd.jpg
Amor & gelato,Jenna Evans Welch,Intrínseca,"Um verão na Itália, uma antiga história de amor e um segredo de família. Depois da morte da mãe, Lina fica com a missão de realizar um último pedido: ir até a Itália para conhecer o pai. Do dia para a noite, ela se vê na famosa paisagem da Toscana, morando em uma casa localizada no mesmo terreno de um cemitério memorial de soldados americanos da Segunda Guerra Mundial, com um homem que nunca tinha ouvido falar. Apesar das belezas arquitetônicas, da história da cidade e das comidas maravilhosas, o que Lina mais quer é ir embora correndo dali. Mas as coisas começam a mudar quando ela recebe um antigo diário da mãe. Nele, a menina embarca em uma misteriosa história de amor, que pode explicar suas próprias origens.",978-85-51002-34-6,Ficção,320,978-85-51002-34-6,https://www.publishnews.com.br/estaticos/uploads/2021/04/7UAARrPReZ5vPtZZ0Qt3taq5HPZyfTCJBQsnxc0x7R3lPSQHdocPPoLDRhoWIqglf9grbBfXL6xgo25d.jpg
O poder da autorresponsabilidade,Paulo Vieira,Gente,"Muitas pessoas têm consciência de que precisam assumir as rédeas da própria vida, porém não sabem como fazer isso na prática. Este livro traz ao leitor o conceito de autorresponsabilidade. Trata-se de um manual que apresenta a metodologia das 6 leis para a conquista da autorresponsabilidade, de modo que o leitor assuma o comando de sua vida. Aplicando esse conceito, você será capaz de levar alta performance à vida pessoal e profissional, saindo de um estado não satisfatório para uma vida de abundância e de sucesso.",978-85-45202-21-9,Negócios,160,978-85-45202-21-9,https://www.publishnews.com.br/estaticos/uploads/2018/01/AbONUvGHIy8HqrjYtdB2BOvF323DYdrgEvQi5dXk3D2hpJSKrKjjyjUQLgpgG2lP4SxZG1AzKZHegCzT.jpg
Mulheres que correm com os lobos (capa dura),Clarissa Pinkola Estes,Rocco,"Clássico dos estudos sobre o sagrado feminino e o feminismo, o livro Mulheres que correm com os lobos é o primeiro de uma série de longsellers da Rocco a ganhar edição com novo projeto gráfico e capa dura.",978-85-32529-78-7,Não ficção,576,978-85-32529-78-7,https://www.publishnews.com.br/estaticos/uploads/2018/12/nCxf8cyh2k3HhDeb2nFf52XRbR5AJ4WRr6FaZ4XIELrSr0kEGpwxoc2YCbdYRlLp1t7OvWBQiSXbrZnm.jpg
Os sete maridos de Evelyn Hugo,Taylor Jenkins Reid,Paralela,"Evelyn Hugo sempre esteve sob os holofotes - seja estrelando uma produção vencedora do Oscar, protagonizando algum escândalo ou aparecendo com um novo marido… pela sétima vez. Agora, prestes a completar oitenta anos e reclusa em seu apartamento no Upper East Side, a famigerada atriz decide contar a própria história - ou sua “verdadeira história” -, mas com uma condição: que Monique Grant, jornalista iniciante e até então desconhecida, seja a entrevistadora. Ao embarcar nessa misteriosa empreitada, a jovem repórter começa a se dar conta de que nada é por acaso - e que suas trajetórias podem estar profunda e irreversivelmente conectadas. 
",978-85-84391-50-9,Ficção,360,978-85-84391-50-9,https://www.publishnews.com.br/estaticos/uploads/2020/09/2bPJukvai2GX2aFutD1qWP1OmwFX6v98fhUXOn7wylKXPceFoQxt55tzYhfQFaitjflpGkSSaQzVZ18k.jpg
Faça sua comunicação enriquecer você,Tathiane Deandhela,Gente,"Vivemos na era da informação, e se comunicar virou mais do que apenas conversar com a sua família, amigos, vizinhos ou colegas de trabalho. Com recursos tecnológicos cada vez mais inovadores em mãos, podemos espalhar a nossa mensagem para o mundo inteiro em questão de segundos. Mais do que isso, temos o poder de tornar a nossa comunicação uma grande ferramenta de enriquecimento e transformação. Mas como fazer isso? Como se destacar nesse mar de pessoas conectadas e cada vez mais distraídas? Como transformar a maneira de transmitir a sua mensagem para os outros em um diferencial competitivo e uma fonte de riqueza? Neste livro, você vai entender que se comunicar de maneira enriquecedora vai muito além do ato de falar e não depende de um dom – a comunicação é, na verdade, uma habilidade treinável capaz de ser um divisor de águas na vida das pessoas. E você pode ser o próximo expert no assunto.",978-65-55442-29-8,Negócios,192,978-65-55442-29-8,https://www.publishnews.com.br/estaticos/uploads/2022/08/Yr7GDl3jC538fi5tuGxqT5Ap6JciHl0pTpvpdcHIfZdTTuwj9NdzCdcq9rUQ3rVIuVm7XHwVUNj7pDeq.jpg
Passaporte 2030,Guilherme Fiuza,Avis Rara,"Como o mundo foi cair nesse desvio? Como populações inteiras se renderam à tirania de um clube de bilionários? Como pessoas livres aceitaram ser classificadas por status (falso) de saúde? Como tanta gente esclarecida pôde confundir propaganda com ciência e censura com ética? Neste livro, Guilherme Fiuza mostra que o mundo está mergulhando num totalitarismo disfarçado de proteção à vida humana. Com a habitual mistura de coragem, estilo e sarcasmo, Fiuza explica como a chamada Agenda 2030 pode acabar com as liberdades individuais.",978-65-59571-86-4,Não ficção,224,978-65-59571-86-4,https://www.publishnews.com.br/estaticos/uploads/2022/07/5dZgKksJiOmcftdoISik93FJInpzRAegPFPwz3B5ANLPMPWemMgK6PpAYa1NtP5zzGkrRMqvsO9NJjqF.jpg
Torto arado,Itamar Vieira Junior,Todavia,"Nas profundezas do sertão baiano, as irmãs Bibiana e Belonísia encontram uma velha e misteriosa faca na mala guardada sob a cama da avó. Ocorre então um acidente. E para sempre suas vidas estarão ligadas — a ponto de uma precisar ser a voz da outra. Numa trama conduzida com maestria e com uma prosa melodiosa, o romance conta uma história de vida e morte, de combate e redenção.",978-65-80309-31-3,Ficção,264,978-65-80309-31-3,https://www.publishnews.com.br/estaticos/uploads/2020/12/mAfckVkdsHEvlztqX5ThJBoeY5EpIQ8yhfh9Vfk3amwg7OxAwHgHT7hSUDvgtIOWiRDU7QYJwcnKAplz.jpg
Minutos de sabedoria,C. Torres Pastorino,Vozes,,978-85-32604-91-0,Autoajuda,288,978-85-32604-91-0,https://www.publishnews.com.br/estaticos/uploads/2017/01/6gnSUAm6DFE58NI3EWcuqh0xhIt1gj7kmkcftF7UEL07bbBtTqN0fxhUsdeucWAjgBy3CFD6owuPBkGo.jpg
Especialista em pessoas,Tiago Brunet,Academia,"No mundo ideal, as pessoas amam umas às outras, perdoam até 70 vezes 7 e não julgam para não serem julgadas. Enquanto isso, no mundo real, os amigos próximos podem invejar, familiares espalham fofocas e somos abandonados por quem menos esperamos que façaisso. O mundo real mostra que o verdadeiro desafio está em administrar o outro.",978-85-42218-75-6,Autoajuda,224,978-85-42218-75-6,https://www.publishnews.com.br/estaticos/uploads/2020/02/gAVfBTlWcDo904T0L57KWasTikh23seBmK2KUAZypACZGLLIEyBk73spRAehsknR49DhJ2RdjSAuqB1P.jpg
"Heartstopper: Dois garotos, um encontro",Alice Oseman,Seguinte,"Charlie Spring e Nick Nelson não têm quase nada em comum. Charlie é um aluno dedicado e bastante inseguro por conta do bullying que sofre no colégio desde que se assumiu gay. Já Nick é superpopular, especialmente querido por ser um ótimo jogador de rúgbi. Quando os dois passam a sentar um ao lado do outro toda manhã, uma amizade intensa se desenvolve, e eles ficam cada vez mais próximos. Charlie logo começa a se sentir diferente a respeito do novo amigo, apesar de saber que se apaixonar por um garoto hétero só vai gerar frustrações. Mas o próprio Nick está em dúvida sobre o que sente — e talvez os garotos estejam prestes a descobrir que, quando menos se espera, o amor pode funcionar das formas mais incríveis e surpreendentes.",978-85-55341-61-8,Infantojuvenil,288,978-85-55341-61-8,https://www.publishnews.com.br/estaticos/uploads/2021/10/e4MLhVpWBRhiTQKgxAdSDNrsjPsNxDwlCYXLs6y117COBKKHPhDzjWZkytJmiVyaVKriUcUzoC9molSJ.jpg
Reencontro com a vida,Sonia Hernandes,Gente,"É quase impossível descrever os sentimentos que acompanham a notícia da partida de alguém amado. A perda de um familiar, um companheiro de vida, um amigo querido, da maneira que for, nos traz dor, negação, luto. Sentimentos que preferiríamos não conhecer e sensações pelas quais nunca gostaríamos de passar, necessários, no entanto, para atravessar esse túnel de sofrimento. Mas como superar a angústia e sobreviver a essa difícil jornada? Em um relato ao mesmo tempo forte e sensível, Reencontro com a vida é uma fonte de consolo e uma oportunidade para as pessoas encontrarem um novo caminho e a possibilidade de seguir adiante, um dia de cada vez.",978-65-55442-27-4,Autoajuda,192,978-65-55442-27-4,https://www.publishnews.com.br/estaticos/uploads/2022/08/A6QuNYNSVaANPSriDjQx9v3kGDDNB6burKYClt9W3FtCPRIVguFYZQwiHI7gxo0PBS1XoiBCHVu4S9Wp.jpg
